ISIN;null
Начальная дата;22.03.2023
Конечная дата;21.03.2033

ISIN;Полное наименование ЦБ;Объем эмиссии (млн);Дата;Номинал;Валюта номинала;Непогашенный номинал;Ставка купона,  % годовых;Размер выплаты;Размер выплаты, руб.*
RU000A104735;ГК Пионер БО 001P-06;3000;05.09.2024;1000;RUB;1000;11,75;29,29;29,29
RU000A103QJ5;МФК Займер - 03;500;05.09.2024;1000;RUB;1000;12,7;0,59;0,59
RU000A103NJ2;Реиннольц 001Р-01;100;05.09.2024;1000;RUB;800;12,5;18,7;18,7
RU000A103NE3;Регион-Продукт БО 001Р-02;60;05.09.2024;1000;RUB;1000;11,5;28,67;28,67
RU000A103N84;Россельхозбанк БO-14-002P;15000;05.09.2024;1000;RUB;1000;;;
RU000A103828;ЭнергоТехСервис 001Р-04;1500;05.09.2024;1000;RUB;799;9,9;11,45;11,45
RU000A102TR4;Ритейл Бел Финанс 001P-02;3500;05.09.2024;1000;RUB;1000;10,35;25,8;25,8
RU000A1022E6;ПР-Лизинг ООО БО 002Р-01;1750;05.09.2024;1000;RUB;1000;12;9,86;9,86
RU000A100PX4;СберИОС 001Р-123R 5Y DEF 10%;2785,26;05.09.2024;1000;RUB;1000;0,01;0,5;0,5
RU000A100FE5;ГТЛК БО 001P-14;10000;05.09.2024;1000;RUB;1000;11,39;28,4;28,4
RU000A0ZZ9P8;Самарская область 35014 обл.;8000;05.09.2024;1000;RUB;600;7,45;8,36;8,36
RU000A0ZYKH5;Оренбургская область 35004 об.;4000;05.09.2024;1000;RUB;1000;8,18;20,39;20,39
RU000A0JVA10;ГосТранспортЛизингКомп БО-04;5000;05.09.2024;1000;RUB;1000;;;
RU000A0JUU90;Альфа-Банк АО обл. БО-13;5000;05.09.2024;1000;RUB;1000;8,9;44,38;44,38
RU000A105L19;ОФЗ-ПК 29023 23/08/34;1000000;04.09.2024;1000;RUB;1000;;;
RU000A105B11;ОФЗ-ПК 29021 27/11/30;500000;04.09.2024;1000;RUB;1000;;;
RU000A102A31;ОФЗ-ПК 29018 26/11/2031;450000;04.09.2024;1000;RUB;1000;;;
RU000A1028D5;ОФЗ-ПК 29017 25/08/2032;450000;04.09.2024;1000;RUB;1000;;;
RU000A0JV4M0;ОФЗ-ПК 29007 03/03/27;390287,001;04.09.2024;1000;RUB;1000;8,69;43,33;43,33
RU000A105RV3;ОФЗ-ПД 26242 29/08/29;500000;04.09.2024;1000;RUB;1000;9;44,88;44,88
RU000A105L27;АФК Система БО 001Р-24;10000;04.09.2024;1000;RUB;1000;10;24,93;24,93
RU000A105JG1;Позитив Текнолоджиз 001Р-02;2500;04.09.2024;1000;RUB;1000;10,55;26,3;26,3
RU000A1056T2;Центр-резерв БО-02;100;04.09.2024;1000;RUB;1000;18;12,58;12,58
RU000A1055Z1;Банк ВТБ (ПАО) Б-1-314;712,961;04.09.2024;1000;RUB;1000;0,01;0,02;0,02
RU000A1055Y4;Почта России БО-002P-04;20000;04.09.2024;1000;RUB;1000;9,25;46,12;46,12
RU000A104VA2;Ред Софт БО 002Р-03;100;04.09.2024;1000;RUB;1000;19;47,37;47,37
RU000A104K11;Транс-Миссия БО-01;80;04.09.2024;1000;RUB;1000;;;
RU000A103WC8;ПЮДМ ООО БО-П03;70;04.09.2024;1000;RUB;1000;13;10,68;10,68
RU000A103N76;ИКС 5 ФИНАНС 002Р-01;10000;04.09.2024;1000;RUB;1000;7,6;37,9;37,9
RU000A103F43;МФК ВЭББАНКИР 01;300;04.09.2024;1000;RUB;1000;12,75;4,37;4,37
RU000A1036S6;ФСК Россети ПАО БО 001P-03R;10000;04.09.2024;1000;RUB;1000;7,5;18,7;18,7
RU000A102234;ТЕХНО Лизинг 001P-03;250;04.09.2024;1000;RUB;1000;12,5;10,27;10,27
RU000A101SF3;ПАО НК Роснефть 002P-10;15000;04.09.2024;1000;RUB;1000;5,8;14,46;14,46
RU000A101SD8;ГТЛК БО 001P-19;5000;04.09.2024;1000;RUB;1000;7,97;19,87;19,87
RU000A101SC0;ГТЛК БО 001P-18;5000;04.09.2024;1000;RUB;1000;7,84;19,55;19,55
RU000A101HP5;ИНГРАД 002P-02;15000;04.09.2024;1000;RUB;1000;;;
RU000A0JVS36;ТрансФин-М ПАО БО-41;559,783;04.09.2024;1000;RUB;1000;;;
XS2337341528;BCS SP Plc Series 172;10;03.09.2024;1250;USD;1250;;;
RU000A105KP0;Газпром нефть БО 003P-05R;30000;03.09.2024;1000;RUB;1000;9;22,44;22,44
RU000A105KB0;ГТЛК БО 002P-02;5000;03.09.2024;1000;RUB;1000;11,7;29,17;29,17
RU000A1055U2;ГК Сегежа 002P-06R;5000;03.09.2024;1000;RUB;1000;10,75;26,8;26,8
RU000A104VW6;МФК ВЭББАНКИР 02;100;03.09.2024;1000;RUB;1000;14;11,51;11,51
RU000A104TG3;Центр-резерв БО-01;100;03.09.2024;1000;RUB;1000;22;13,56;13,56
RU000A104JV3;АйДи Коллект 02;547,144;03.09.2024;1000;RUB;1000;16,5;13,56;13,56
RU000A104EP6;НЗРМ ООО БО-01;160;03.09.2024;1000;RUB;1000;;;
RU000A1046N6;АБЗ-1 001Р-02;2000;03.09.2024;1000;RUB;1000;12,75;31,79;31,79
RU000A103W91;ОР ООО 002P-01;333,483;03.09.2024;1000;RUB;1000;12,6;10,36;10,36
RU000A103N19;АПРИ Флай Плэнинг АО 05;500;03.09.2024;1000;RUB;1000;13;32,41;32,41
RU000A103FB5;СберИОС 001Р-459R 3Г КИБЕР;263,539;03.09.2024;1000;RUB;1000;0,01;0,3;0,3
RU000A102KP7;СМАК БО-П01;50;03.09.2024;10000;RUB;7000;13;21,37;21,37
RU000A102G35;МЭФ Московской области 35016;30000;03.09.2024;1000;RUB;1000;5,95;7,42;7,42
RU000A102FV5;Минфин Челябинской обл 35001;7000;03.09.2024;1000;RUB;1000;6;11,97;11,97
RU000A101S99;Кировский завод 1P1;1000;03.09.2024;1000;RUB;1000;;;
RU000A101S81;РУСАЛ Братск БО-002P-01;10000;03.09.2024;1000;RUB;1000;;;
RU000A100TB2;ПНППК 001P-01;250;03.09.2024;1000;RUB;1000;13;32,41;32,41
RU000A0JWST1;ГосТранспортЛизингКомп БО-08;5000;03.09.2024;1000;RUB;1000;8,21;40,94;40,94
RU000A0JUU25;ОВК Финанс ООО БО-01;15000;03.09.2024;1000;RUB;750;9,55;17,86;17,86
XS2439218640;BCS SP Plc Series 244;10;02.09.2024;1250;USD;1250;;;
XS2271376498;RZD Capital PLC 6.598 02/03/28;25000;02.09.2024;100000;RUB;100000;6,598;;
RU000A105G99;СФО ВТБ РКС Эталон 01;10000;02.09.2024;1000;RUB;1000;11;9,34;9,34
RU000A105AJ4;МФК Лайм-Займ 02;500;02.09.2024;1000;RUB;1000;20;11,51;11,51
RU000A1055Q0;ДОМ.РФ АО 001Р-12R;30000;02.09.2024;1000;RUB;1000;8,85;44,13;44,13
RU000A1055N7;АЛЬФА-Б C-1-6 (структурные);70;02.09.2024;1000;RUB;1000;0,01;0,1;0,1
RU000A104A13;ОР ООО 002P-04;100;02.09.2024;1000;RUB;1000;12;9,86;9,86
RU000A103760;"ХКФ Банк" ООО БО-04;4000;02.09.2024;1000;RUB;1000;8;19,95;19,95
RU000A102FS1;АФК Система БО 001P-16;5000;02.09.2024;1000;RUB;1000;;;
RU000A1023K1;АФК Система БО 001P-15;10000;02.09.2024;1000;RUB;1000;6,7;33,41;33,41
RU000A0JXT58;Международн.инвест.банк БО1P-1;10000;02.09.2024;1000;RUB;1000;0,01;0,05;0,05
RU000A0JX199;ГосТранспортЛизингКомп 001P-02;7780;02.09.2024;1000;RUB;647,3;9;13,48;13,48
RU000A105TS5;ЕвроТранс БО-001Р-02;3000;01.09.2024;1000;RUB;1000;13,4;11,01;11,01
RU000A105TR7;АРЕНЗА-ПРО 001P-01;300;01.09.2024;1000;RUB;1000;14,5;9,53;9,53
RU000A105SD9;Сбербанк ПАО 001Р-SBER42;62000;01.09.2024;1000;RUB;1000;8,8;43,88;43,88
RU000A105658;МСБ-Лизинг 002P-06;200;01.09.2024;1000;RUB;1000;14,5;0,66;0,66
RU000A1032P1;ООО «СФО ВТБ РКС-1 »;35000;01.09.2024;1000;RUB;1000;8;6,79;6,79
RU000A1029F8;Лизинг-Трейд 001P-02;500;01.09.2024;1000;RUB;1000;10,8;1,48;1,48
RU000A0JV0T3;Ситиматик АО обл.02;1700;01.09.2024;1000;RUB;857;;;
RU000A0JUKX4;ДОМ.РФ (АО) обл. сер. А30;6000;01.09.2024;1000;RUB;1000;;;
US912828YE44;Government of the USA 31/08/24;46324,148;31.08.2024;100;USD;100;;;
RU000A105EP3;Группа Продовольствие 001P-02;170;31.08.2024;1000;RUB;1000;14;11,51;11,51
RU000A105591;Новая концесс. компания 13;52000;31.08.2024;1000;RUB;1055,34;1,4;16,99;16,99
RU000A104DZ7;Сибнефтехимтрейд БО-02;350;31.08.2024;1000;RUB;1000;;;
RU000A103PS8;МФК Мани Мен 03;2000;31.08.2024;1000;RUB;1000;12,25;10,07;10,07
RU000A102NK2;ОР ООО 001P-04;1500;31.08.2024;1000;RUB;1000;11;4,52;4,52
RU000A1013N6;Пионер-Лизинг БО-П03;400;31.08.2024;1000;RUB;1000;13,5;11,1;11,1
RU000A105WR1;АЗБУКА ВКУСА БОП2;2000;30.08.2024;1000;RUB;1000;10,25;25,55;25,55
RU000A104693;АФК Система БО 001P-23;5000;30.08.2024;1000;RUB;1000;9,95;24,81;24,81
RU000A102TJ1;ТМК 001P-03;10000;30.08.2024;1000;RUB;1000;7,35;18,32;18,32
RU000A102LR1;Адм. г.Томск 34008;1000;30.08.2024;1000;RUB;800;6,7;5,85;5,85
RU000A1018A2;Адм. г.Томск 2019;1000;30.08.2024;1000;RUB;650;7,37;3,67;3,67
RU000A0ZZ984;ГТЛК БО 001P-10;10000;30.08.2024;1000;RUB;1000;13,32;33,21;33,21
RU000A0JUCA9;ФСК Россети(ПАО)-обл. сер.34;14000;30.08.2024;1000;RUB;1000;;;
RU000A0JUC92;ФСК Россети(ПАО)-обл. сер.30;10000;30.08.2024;1000;RUB;1000;;;
RU000A105WM2;Сейф-Финанс 001P-01;700;29.08.2024;1000;RUB;1000;;;
RU000A105179;СберИОС 001Р-533R 5Г IMOEX;179,668;29.08.2024;1000;RUB;1000;0,01;0,1;0,1
RU000A104HP9;Банк ВТБ С-1-194 (структурные);0;29.08.2024;1000;RUB;1000;0;;
RU000A1047Z8;ОР ООО 002P-03;100;29.08.2024;1000;RUB;1000;16;13,15;13,15
RU000A103VD8;МСБ-Лизинг 002P-05;96,142;29.08.2024;1000;RUB;1000;12,25;7,27;7,27
RU000A1036X6;Вита Лайн 001Р-03;600;29.08.2024;1000;RUB;1000;;;
RU000A102V51;Нафтатранс плюс ООО БО-03;500;29.08.2024;1000;RUB;1000;12;9,86;9,86
RU000A101RB4;Белгородская область 34015;2700;29.08.2024;1000;RUB;1000;5,8;7,74;7,74
RU000A100SZ3;Почта России (АО) БО-001P-06;5000;29.08.2024;1000;RUB;1000;9;44,88;44,88
RU000A100NS9;РЕСО-Лизинг ООО БО-П-05;5000;29.08.2024;1000;RUB;1000;8,5;42,38;42,38
RU000A0ZYJB0;Минфин Ульяновской обл. 2017;5000;29.08.2024;1000;RUB;600;8,1;8,17;8,17
XS2423361190;BCS SP Plc Series 240;10;28.08.2024;1250;USD;1250;;;
XS2336018374;BCS SP Plc Series 170;600;28.08.2024;100000;RUB;100000;;;
XS2248577566;BCS SP Plc Series 123;10;28.08.2024;1250;USD;1250;;;
XS1760804184;Republic of Belarus 28/02/30;600;28.08.2024;1000;USD;1000;6,2;31;2394,51
RU000A105WZ4;Лизинг-Трейд 001P-07;150;28.08.2024;1000;RUB;1000;14,5;11,92;11,92
RU000A105NZ3;ДОМ.РФ Ипотечный агент БО 1P32;6128,78;28.08.2024;1000;RUB;976,82;;;
RU000A105NN9;ДОМ.РФ Ипотечный агент БО 1P29;54789,504;28.08.2024;1000;RUB;968,66;;;
RU000A105LN3;ДОМ.РФ Ипотечный агент БО 1P27;20597,323;28.08.2024;1000;RUB;956,12;7,4;;
RU000A105JF3;ДОМ.РФ Ипотечный агент БО 1P26;5477,816;28.08.2024;1000;RUB;976,65;;;
RU000A105H23;ДОМ.РФ Ипотечный агент БО 1P25;5527,918;28.08.2024;1000;RUB;937,9;9,35;;
RU000A1058R2;ДОМ.РФ Ипотечный агент БО 1P22;6638,733;28.08.2024;1000;RUB;951,14;;;
RU000A105559;ФСК Россети ПАО БО 001P-06R;15000;28.08.2024;1000;RUB;1000;8,7;21,69;21,69
RU000A105518;ПАО ЛК Европлан 001P-05;5500;28.08.2024;1000;RUB;1000;10,5;26,18;26,18
RU000A104X32;ДОМ.РФ Ипотечный агент БО 1P19;6704,238;28.08.2024;1000;RUB;917,85;;;
RU000A104UV0;ДОМ.РФ Ипотечный агент БО 1P18;6183,696;28.08.2024;1000;RUB;907,81;;;
RU000A104TQ2;ЕАБР БО 001P-08;7000;28.08.2024;1000;RUB;1000;11,5;28,67;28,67
RU000A104L36;Тойота Банк БО-001Р-05;5000;28.08.2024;1000;RUB;1000;11,15;55,9;55,9
RU000A104B79;ДОМ.РФ Ипотечный агент БО 1P16;207605,03;28.08.2024;1000;RUB;800,43;7,65;;
RU000A104AM1;ДОМ.РФ Ипотечный агент БО 1P17;31410,336;28.08.2024;1000;RUB;810,47;6,8;;
RU000A104511;ДОМ.РФ Ипотечный агент БО 1P14;69302,783;28.08.2024;1000;RUB;749,77;;;
RU000A1041Q0;ДОМ.РФ Ипотечный агент БО 1P13;5353,129;28.08.2024;1000;RUB;790,79;8,15;;
RU000A1040H1;ОР ООО 002P-02;123,082;28.08.2024;1000;RUB;1000;13,5;11,1;11,1
RU000A103YK7;ДОМ.РФ Ипотечный агент БО 1P12;1857,26;28.08.2024;1000;RUB;760,77;5,5;;
RU000A103N43;ДОМ.РФ Ипотечный агент БО 1P9;9749,207;28.08.2024;1000;RUB;736,17;7,65;;
RU000A102TA0;Росагролизинг 001P-02;7000;28.08.2024;1000;RUB;1000;7,9;39,39;39,39
RU000A102L53;ДОМ.РФ Ипотечный агент БО 1P6;45718,936;28.08.2024;1000;RUB;561,44;;;
RU000A102JB9;ДОМ.РФ Ипотечный агент БО 1P2;10206,258;28.08.2024;1000;RUB;545,64;6,05;;
RU000A102E37;РЖД 001Б-05;33000;28.08.2024;1000000;RUB;1000000;;;
RU000A102D46;ДОМ.РФ Ипотечный агент 18-002P;14018,879;28.08.2024;1000;RUB;518,11;;;
RU000A102AP8;ДОМ.РФ Ипотечный агент 17-002P;7244,692;28.08.2024;1000;RUB;533,71;5,2;;
RU000A1020G5;СберИОС 001Р-314R 5Г SBERDVTI;434,236;28.08.2024;1000;RUB;1000;3,2;32,09;32,09
RU000A101U95;ДОМ.РФ Ипотечный агент 14-002P;6652,643;28.08.2024;1000;RUB;468,92;;;
RU000A101TD6;ДОМ.РФ Ипотечный агент 15-002P;16252,739;28.08.2024;1000;RUB;387,15;5,9;;
RU000A101QF7;Ритейл Бел Финанс 001P-01;5000;28.08.2024;1000;RUB;1000;9,45;11,78;11,78
RU000A101H92;Промсвязьбанк ПАО обл.15;6750;28.08.2024;10000000;RUB;10000000;2,5;62328,77;62328,77
RU000A101H84;РЖД ОАО БО 001Р-18R;15000;28.08.2024;1000;RUB;1000;;;
RU000A1019A0;ДОМ.РФ Ипотечный агент 04-001P;2663,462;28.08.2024;1000;RUB;307,94;;;
RU000A1014U9;ТП Кировский 001P-01R;1200;28.08.2024;1000;RUB;1000;;;
RU000A1014S3;ХК Новотранс 001P-01;6000;28.08.2024;1000;RUB;875;8,75;5,45;5,45
RU000A100ZB9;ДОМ.РФ Ипотечный агент 10-002P;95652,798;28.08.2024;1000;RUB;329,88;;;
RU000A1007Q1;АВАНГАРД АКБ ПАО БО-001P-02;3000;28.08.2024;1000;RUB;1000;;;
RU000A1005L6;АФК Система БО 001P-09;10000;28.08.2024;1000;RUB;1000;11,3;56,35;56,35
RU000A1005H4;МОЭК ПАО БО 001Р-01;5000;28.08.2024;1000;RUB;1000;8,25;41,14;41,14
RU000A0ZZV86;ДОМ.РФ Ипотечный агент 06-002P;74263,788;28.08.2024;1000;RUB;201,73;9,95;;
RU000A0ZYX69;Федерал пассажир комп 001Р-03;10000;28.08.2024;1000;RUB;1000;7,2;35,9;35,9
RU000A0ZYWZ2;Совкомбанк ПАО обл. 2В03;150;28.08.2024;100;USD;100;8,25;4,11;317,47
RU000A0ZYWY5;Мобильные ТелеСистемы 001P-06;10000;28.08.2024;1000;RUB;1000;7,25;36,15;36,15
RU000A0ZYWU3;АФК Система БО 001P-08;15000;28.08.2024;1000;RUB;1000;9;44,88;44,88
RU000A0ZYJ91;"ФСК Россети"(ПАО) БО-04;7000;28.08.2024;1000;RUB;1000;;;
RU000A0NNEQ8;Банк ВТБ (ПАО) Б-1-202;74,212;28.08.2024;1000;RUB;1000;0,01;0,05;0,05
RU000A0JX132;ПАО НК Роснефть 001P-01;600000;28.08.2024;1000;RUB;1000;8,5;21,19;21,19
RU000A0JV9Q0;ТрансФин-М ПАО БО-31;0,002;28.08.2024;1000;RUB;1000;;;
XS2010027451;GTLK Europe Capital 27/02/29;600;27.08.2024;1000;USD;1000;4,349;;
RU000A1054W1;Полюс ПБО-02;4600;27.08.2024;1000;CNY;1000;3,8;18,95;212,35
RU000A104UF3;Роял Капитал БО-П07;100;27.08.2024;1000;RUB;1000;;;
RU000A1045V1;ЭБИС БО-П05;499,855;27.08.2024;1000;RUB;1000;14,5;19,88;19,88
RU000A103UY6;Калита 001Р-03;150;27.08.2024;1000;RUB;1000;13;10,68;10,68
RU000A103DY2;БЭЛТИ-ГРАНД ООО БО-П04;250;27.08.2024;1000;RUB;1000;12,25;7,65;7,65
RU000A103604;ЭНЕРГОНИКА 001Р-02;100;27.08.2024;1000;RUB;900;13;12,96;12,96
RU000A102T63;Группа ЛСР ПАО БО 001Р-06;5000;27.08.2024;1000;RUB;1000;8;15,96;15,96
RU000A101GZ6;Уралкалий ПАО ПБО-06-P;30000;27.08.2024;1000;RUB;1000;6,85;34,16;34,16
RU000A101GR3;ПАО ОТКРЫТИЕ ФК Банк БО-П06;15000;27.08.2024;1000;RUB;1000;;;
RU000A1014B9;"О'КЕЙ" ООО БО 001Р-03;5000;27.08.2024;1000;RUB;875;7,85;4,89;4,89
RU000A100YD8;Нафтатранс плюс ООО БО-02;250;27.08.2024;10000;RUB;5998;;;
RU000A0ZZ8X4;Краснодарский край 35002 обл.;10000;27.08.2024;1000;RUB;750;7,63;9,51;9,51
RU000A0ZYU21;АЛЬФА-БАНК АО БО-40;10000;27.08.2024;1000;RUB;1000;;;
RU000A0JS4Z7;ВЭБ.РФ об. сер. 21;15000;27.08.2024;1000;RUB;1000;9,28;46,27;46,27
XS2290820518;BCS SP Plc Series 138;10;26.08.2024;1250;USD;1250;;;
XS2249778247;GTLK Europe Capital DAC 4.8;500;26.08.2024;1000;USD;1000;4,8;24;1853,81
RU000A104YR0;СФО МОС МСП 2 об. 3;4000;26.08.2024;1000;RUB;1000;9,55;;
RU000A104UA4;ГК Сегежа 002P-04R;8200;26.08.2024;1000;RUB;1000;;;
RU000A103M36;ТрансФин-М ПАО 001P-07;6300;26.08.2024;1000;RUB;1000;9,8;24,43;24,43
RU000A103M10;Балтийский лизинг ООО БО-П04;5000;26.08.2024;1000;RUB;1000;8,4;3,66;3,66
RU000A102SX4;АФК Система БО 001P-19;12500;26.08.2024;1000;RUB;1000;7,35;18,32;18,32
RU000A102SV8;АФК Система БО 001P-18;5000;26.08.2024;1000;RUB;1000;;;
RU000A101ZL6;СберИОС 001Р-299R IMOEX_asn 4Г;171,373;26.08.2024;1000;RUB;1000;0,01;0,4;0,4
RU000A101QL5;ГТЛК БО 001P-17;10000;26.08.2024;1000;RUB;1000;7,44;18,55;18,55
RU000A1013C9;ИС петролеум БО-П01;300;26.08.2024;1000;RUB;420;14;3,57;3,57
RU000A0ZZNJ2;Республика Саха (Якутия) об.11;6000;26.08.2024;1000;RUB;600;8,95;8,93;8,93
RU000A0ZYHW0;Левенгук ПАО БО-01;100;26.08.2024;1000;RUB;1000;;;
RU000A0JXK99;ТрансФин-М ПАО 001P-02;689,874;26.08.2024;1000;RUB;1000;;;
RU000A0JTYK4;ФСК Россети(ПАО)-обл. сер.28;20000;26.08.2024;1000;RUB;1000;;;
RU000A0JTYJ6;ФСК Россети (ПАО)-обл. сер.23;10000;26.08.2024;1000;RUB;1000;;;
RU000A105SG2;Газпром капитал ООО ЗО30-1-Д;1368,419;25.08.2024;1000;USD;1000;3,25;16,25;1255,19
RU000A104V00;Пионер-Лизинг БР5;400;25.08.2024;1000;RUB;1000;14,52;11,93;11,93
RU000A101WD0;Ярославская область 35018;4000;25.08.2024;1000;RUB;750;6;5,98;5,98
XS2401439927;BCS SP Plc Series 219;10;24.08.2024;1250;USD;1250;;;
XS2304902443;Ozon Holdings PLC 24/02/26;750;24.08.2024;200000;USD;200000;1,875;;
XS2208853999;BCS SP Plc Series 104;10;24.08.2024;1250;USD;1250;;;
XS2120882183;Republic of Belarus 24/02/31;750;24.08.2024;1000;USD;1000;6,378;31,89;2463,25
XS2120091991;REPUBLIC OF BELARUS, 24/02/26;500;24.08.2024;1000;USD;1000;5,875;;
RU000A1032X5;ТЕХНО Лизинг 001P-04;500;24.08.2024;1000;RUB;1000;10,75;8,84;8,84
RU000A0NNEP0;Банк ВТБ (ПАО) Б-1-201;172,926;24.08.2024;1000;RUB;1000;0,01;;
RU000A0NNEN5;Банк ВТБ (ПАО) Б-1-200;57,695;24.08.2024;1000;RUB;1000;0,01;;
XS2410061076;BCS SP Plc Series 226;2;23.08.2024;1250;USD;1250;;;
XS1675776014;BCS SP Plc Series 2017-9;1000;23.08.2024;100000;RUB;100000;;;
RU000A105SK4;ЛК Роделен БО 001Р-04;250;23.08.2024;1000;RUB;1000;14;11,51;11,51
RU000A104YH1;ГПБ (АО) ГПБ-КИ-11;208,751;23.08.2024;1000;RUB;1000;0,01;0,2;0,2
RU000A104XE0;Лизинг-Трейд 001P-04;100;23.08.2024;1000;RUB;1000;;;
RU000A102SK1;Боржоми Финанс 001P-01;7000;23.08.2024;1000;RUB;1000;;;
RU000A1022G1;Бизнес-Недвижимость 001Р-01;4000;23.08.2024;1000;RUB;800;10,45;10,42;10,42
RU000A1004W6;ДОМ.РФ АО 001Р-05R;10000;23.08.2024;1000;RUB;1000;;;
RU000A0ZYVU5;ПАО НК Роснефть 002P-05;20000;23.08.2024;1000;RUB;1000;;;
RU000A0JWRV9;Мобильные ТелеСистемы ПАО БО-2;10000;23.08.2024;1000;RUB;1000;6,25;31,16;31,16
RU000A105JN7;Глобал Факторинг БО-01-001P;100;22.08.2024;1000;RUB;1000;20;11,18;11,18
RU000A105H98;Эфферон 01;150;22.08.2024;1000;RUB;1000;13,5;33,66;33,66
RU000A105CL6;СОБИ-ЛИЗИНГ 001Р-01;100;22.08.2024;1000;RUB;970;16;6,05;6,05
RU000A104SJ9;МФК Быстроденьги 03;132,085;22.08.2024;1000;RUB;1000;;;
RU000A104KW9;РЕСО-Лизинг ООО БО-09;5000;22.08.2024;1000;RUB;1000;;;
RU000A101GJ0;Газпром нефть БО 003Р-03R;10000;22.08.2024;1000;RUB;1000;6,2;15,46;15,46
RU000A101GD3;ГТЛК БО 001P-16;10000;22.08.2024;1000;RUB;625;6,95;8,66;8,66
RU000A1013U1;Славнефть БО 001Р-03;10000;22.08.2024;1000;RUB;1000;8,5;21,19;21,19
RU000A1013T3;Липецкая область 11;2500;22.08.2024;1000;RUB;400;6,6;3,29;3,29
RU000A100DZ5;ИКБ Совкомбанк ПАО обл. БО-П01;9966,928;22.08.2024;1000;RUB;1000;;;
RU000A0JV9H9;ВЭБ-лизинг АО БО-07;5000;22.08.2024;1000;RUB;1000;7,91;39,44;39,44
RU0002867854;ОФЗ-АД 46011 20/08/25;19,297;21.08.2024;1000;RUB;600;10;49,86;49,86
RU000A105W08;МЕТАЛЛОИНВЕСТ 001P-04;7000;21.08.2024;1000;RUB;1000;;;
RU000A105VU7;Эталон-Финанс 002Р-01;8000;21.08.2024;1000;RUB;1000;13,7;34,16;34,16
RU000A105CF8;Нафтатранс плюс ООО БО-04;100;21.08.2024;1000;RUB;1000;;;
RU000A105161;СберИОС 001Р-534R 3Г НОВАТЭК;253,521;21.08.2024;1000;RUB;1000;0,01;0,1;0,1
RU000A1043Z7;Биннофарм Групп 001Р-01;3000;21.08.2024;1000;RUB;1000;;;
RU000A103L03;ГК Самолет БО-П10;15000;21.08.2024;1000;RUB;1000;9,15;22,81;22,81
RU000A102GC3;БЭЛТИ-ГРАНД ООО БО-П03;200;21.08.2024;1000;RUB;760;12;4,54;4,54
RU000A100TT4;БЭЛТИ-ГРАНД ООО БО-П02;300;21.08.2024;1000;RUB;538;12,5;0,78;0,78
RU000A1004K1;ПАО ЛК Европлан БО-05;3000;21.08.2024;1000;RUB;1000;7,7;38,39;38,39
RU000A0ZYG60;Саратовская область 2017 об.;5000;21.08.2024;1000;RUB;700;8,1;8,08;8,08
RU000A0JY031;Респ.Марий Эл 2017обл.08;2000;21.08.2024;1000;RUB;500;8,6;5,36;5,36
RU000A0JY023;ГосТранспортЛизингКомп 001P-05;170;21.08.2024;1000;USD;280;4,9;0,67;51,75
RU000A105VR3;Банк ДОМ.РФ 001Р-01;5000;20.08.2024;1000;RUB;1000;9,7;48,37;48,37
RU000A105VQ5;Россети ПАО БО 001P-08R;12000;20.08.2024;1000;RUB;1000;;;
RU000A105VP7;Русская Контейнерная Компания;250;20.08.2024;1000;RUB;1000;19;47,37;47,37
RU000A105GV6;ФПК Гарант-Инвест БО 002Р-05;1500;20.08.2024;1000;RUB;1000;14,75;36,77;36,77
RU000A105575;МФК ВЭББАНКИР 03;100;20.08.2024;1000;RUB;1000;14;11,51;11,51
RU000A105492;ЭНЕРГОНИКА 001Р-03;100;20.08.2024;1000;RUB;1000;16;35,9;35,9
RU000A104KS7;ТД РКС-Сочи 002Р-02;103,3;20.08.2024;1000;RUB;1000;15;37,4;37,4
RU000A1043K9;Нижегородская область 35016;15000;20.08.2024;1000;RUB;1000;9,25;23,06;23,06
RU000A1043J1;Славнефть БО 002Р-03;15000;20.08.2024;1000;RUB;1000;8,99;22,41;22,41
RU000A1037E4;СпецИнвестЛизинг 001P-03;250;20.08.2024;1000;RUB;562,5;10;2,05;2,05
RU000A102DS6;Нижегородская область 35015;10000;20.08.2024;1000;RUB;1000;6,1;15,21;15,21
RU000A102DR8;Омская область 35004;5000;20.08.2024;1000;RUB;1000;6,45;16,08;16,08
RU000A102DQ0;Свердловская область 34010;10000;20.08.2024;1000;RUB;700;5,8;5,78;5,78
RU000A1020K7;ПЮДМ ООО БО-П02;120;20.08.2024;10000;RUB;10000;13;106,85;106,85
RU000A0ZYV04;Газпром капитал ООО БО-04;10000;20.08.2024;1000;RUB;1000;7,15;35,65;35,65
RU000A0ZYUY9;Газпром капитал ООО БО-03;10000;20.08.2024;1000;RUB;1000;7,15;35,65;35,65
RU000A0ZYUW3;Газпром капитал ООО БО-02;5000;20.08.2024;1000;RUB;1000;7,15;35,65;35,65
RU000A0ZYUV5;Газпром капитал ООО БО-01;5000;20.08.2024;1000;RUB;1000;7,15;35,65;35,65
RU000A0ZYH02;Авангард-Агро АО БО-001P-02;3000;20.08.2024;1000;RUB;1000;;;
RU000A0JX090;ФСК Россети(ПАО) БО-02;10000;20.08.2024;1000;RUB;1000;8,45;21,07;21,07
RU000A0JVB35;ИА Мультиоригинаторный 1 кл.А;2274,456;20.08.2024;1000;RUB;15,89;8,75;;
